,ML,loss,Input Num,Input,Leave One,MAPE train (%),MAPE val (%),MAPE test (%)
2502,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47889,3.23378,25.42316
2503,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.47749,3.04923,8.49816
2504,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.84513,3.37018,5.02632
2505,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.7629,3.40349,21.61671
2506,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.69369,3.28354,22.5462
2507,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.64046,3.13146,16.5941
2508,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.71634,3.2258,16.26446
2509,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.79681,3.52646,21.12378
2510,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.8547,3.48708,33.97266
2511,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.51842,3.14311,24.33032
2512,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.79932,3.50049,10.51344
2513,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.49761,3.14144,16.06808
2514,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47889,3.23378,25.42316
2515,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.47749,3.04923,8.49816
2516,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.84513,3.37018,5.02515
2517,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.7629,3.40349,21.90382
2518,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.69369,3.28354,22.5462
2519,lgb,l2(rmse),7,"['Total Frames', 'Params', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.64046,3.13146,16.5941
2520,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3060 Ti,2.79643,3.10607,15.09844
2521,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei7 - GTX1080,2.77581,3.37284,20.34451
2522,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1650,2.92008,3.53347,33.59943
2523,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - RTX4070,2.48653,3.08594,23.37959
2524,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3050,2.85653,3.62845,9.84477
2525,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei5 - GTX1080,2.555,3.27196,16.27992
2526,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX4070,2.5557,3.23717,23.54503
2527,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX3060 Ti,2.48491,3.13341,8.3952
2528,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei5 - RTX3050,2.82304,3.47922,3.4474
2529,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",1th Xeon Gold - GTX1080,2.83231,3.55728,23.16957
2530,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",9th corei7 - RTX2080 Ti,2.66224,3.25215,20.83987
2531,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_core']",13th corei7 - RTX4070,2.58924,3.10637,15.99131
2532,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.96833,3.38401,149.31636
2533,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.72292,3.30203,21.67233
2534,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.90765,3.4337,62.56547
2535,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.51438,3.308,31.05222
2536,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,3.15083,4.22813,7.42847
2537,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.6025,3.31138,24.48338
2538,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.65281,3.48751,47.66737
2539,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.47658,3.03618,10.93985
2540,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,3.20157,3.70888,5.71507
2541,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.91798,3.36425,23.71537
2542,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,3.0555,3.57814,112.65566
2543,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.83984,3.49687,5.94256
2544,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,8.60615,8.60593,104.35721
2545,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - GTX1080,15.34508,17.23548,22.41932
2546,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1650,17.42394,18.83048,48.10829
2547,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - RTX4070,15.34353,16.8503,39.39299
2548,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3050,9.57595,11.93258,43.79853
2549,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - GTX1080,15.20016,17.50231,13.23433
2550,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX4070,14.77711,17.18155,34.85442
2551,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,9.29475,12.01169,88.08204
2552,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei5 - RTX3050,8.95808,9.68391,49.08401
2553,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",1th Xeon Gold - GTX1080,15.41155,18.06734,16.73605
2554,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,15.17387,17.45046,39.15388
2555,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_architecture', 'VRAM(GB)']",13th corei7 - RTX4070,15.00711,17.49839,7.105
2556,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.70565,3.19499,22.45651
2557,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.78989,3.40981,21.14971
2558,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.85629,3.42974,33.42668
2559,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.50765,3.11678,25.42152
2560,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.79315,3.50591,10.72207
2561,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.48749,3.12037,13.73116
2562,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.472,3.13823,24.98272
2563,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.47818,3.20583,14.59617
2564,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.78987,3.3209,10.00934
2565,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.71918,3.39973,20.63433
2566,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.72404,3.21736,22.32349
2567,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.58307,3.0668,13.30556
2568,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,4.81986,5.50121,20.26246
2569,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,3.7835,4.51505,16.92138
2570,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,4.98875,5.66659,33.24431
2571,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,4.63468,5.27434,24.57429
2572,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,3.70681,4.47467,14.02978
2573,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,3.77089,4.62703,14.40221
2574,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,4.61132,5.43821,26.17115
2575,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,4.5911,5.27439,9.53791
2576,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3050,4.06264,4.65536,14.19002
2577,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - GTX1080,4.95297,5.56895,14.03681
2578,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,4.90736,5.42819,22.46586
2579,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX4070,4.64451,5.08773,15.8967
2580,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.77335,3.34815,56.88434
2581,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - GTX1080,2.82173,3.39531,19.28703
2582,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1650,2.89819,3.47062,66.09565
2583,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.51626,3.11537,25.07928
2584,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3050,2.78335,3.38059,10.57394
2585,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - GTX1080,2.4905,3.15507,13.4495
2586,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX4070,2.47576,3.19257,46.46461
2587,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.46769,3.02116,10.65067
2588,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei5 - RTX3050,2.77118,3.38287,8.81292
2589,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",1th Xeon Gold - GTX1080,2.70911,3.33427,14.23785
2590,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",9th corei7 - RTX2080 Ti,2.74899,3.25903,25.14537
2591,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'cpu_cache(MB)', 'gpu_boost_clock(GHz)', 'VRAM(GB)']",13th corei7 - RTX4070,2.57897,3.20646,6.33775
2592,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3060 Ti,2.73644,3.14948,13.45669
2593,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - GTX1080,2.79319,3.41547,20.73943
2594,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1650,2.85819,3.40345,34.54609
2595,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - RTX4070,2.52016,3.13212,24.55409
2596,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3050,2.81849,3.5561,11.41587
2597,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - GTX1080,2.50169,3.14096,14.05743
2598,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX4070,2.51532,3.2126,23.68295
2599,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX3060 Ti,2.47095,3.01855,8.13106
2600,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei5 - RTX3050,2.83295,3.29362,4.37736
2601,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",1th Xeon Gold - GTX1080,2.71594,3.40456,20.65879
2602,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",9th corei7 - RTX2080 Ti,2.69369,3.28354,22.5462
2603,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'gpu_boost_clock(GHz)']",13th corei7 - RTX4070,2.61461,3.02773,15.38281
2604,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX3060 Ti,2.70898,3.21921,15.05147
2605,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - GTX1080,2.76683,3.37942,20.29128
2606,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1650,2.87327,3.51263,33.54857
2607,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",1th Xeon Gold - RTX4070,2.49591,3.15083,24.48599
2608,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3050,2.81335,3.61346,9.50948
2609,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - GTX1080,2.52833,3.30806,15.48908
2610,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei5 - RTX4070,2.49902,3.22958,26.29788
2611,lgb,l2(rmse),8,"['Total Frames', 'Params', 'cpu_core', 'cpu_boost_clock(GHz)', 'cpu_thread', 'gpu_architecture', 'gpu_core', 'VRAM(GB)']",13th corei7 - RTX3060 Ti,2.49032,3.04085,7.83992
